annee;UAI;libelle;region;dont_apprentis_eple;taux_poursuite_etudes;taux_emploi_6_mois;taux_emploi_6_mois_attendu;va_emploi_6_mois;taux_emploi_12_mois;taux_emploi_18_mois;taux_emploi_24_mois;Part en poursuite d'études;Part en emploi 6 mois après la sortie;Part des autres situations
cumul 2019-2020;0931738J;Lycée professionnel Arthur Rimbaud;ILE-DE-FRANCE;ensemble;50.0;32.0;28.0;3.0;36.0;;;;;
cumul 2019-2020;0940118T;Lycée polyvalent L Armand, Lyc mét télécommunications réseaux informatiques, électricité et applications, conception mécanique assistée par ordinateur;ILE-DE-FRANCE;dont élèves en voie pro sco;56.0;30.0;42.0;-11.0;40.0;;;;;
cumul 2019-2020;0940119U;Lycée polyvalent Paul Doumer;ILE-DE-FRANCE;ensemble;36.0;55.0;51.0;4.0;55.0;;;;;
cumul 2019-2020;0940124Z;Lycée général et technologique Hector Berlioz;ILE-DE-FRANCE;ensemble;33.0;64.0;55.0;8.0;61.0;;;;;
cumul 2019-2020;0940126B;Lycée polyvalent Maximilien Perret - Lycée des métiers de l'énergie et du génie climatique;ILE-DE-FRANCE;ensemble;44.0;46.0;44.0;1.0;51.0;;;;;
cumul 2019-2020;0940126B;Lycée polyvalent Maximilien Perret - Lycée des métiers de l'énergie et du génie climatique;ILE-DE-FRANCE;dont apprentis;35.0;75.0;75.0;;75.0;;;;;
cumul 2019-2020;0940129E;Lycée polyvalent Jean Macé - Lycée des métiers de la métallurgie, de la maintenance industrielle et électronique;ILE-DE-FRANCE;dont élèves en voie pro sco;46.0;44.0;42.0;2.0;47.0;;;;;
cumul 2019-2020;0950658Z;Lycée professionnel Château d' Epluches, lycée des métiers de l'automobile et du transport;ILE-DE-FRANCE;ensemble;37.0;38.0;37.0;1.0;49.0;;;;;
cumul 2019-2020;0950759J;Lycée général et technologique privé Notre Dame de Bury;ILE-DE-FRANCE;ensemble;40.0;43.0;55.0;-12.0;50.0;;;;;
cumul 2019-2020;0951090U;Lycée professionnel Pierre Mendès France, lycée des métiers de l'éco-construction et du bâtiment;ILE-DE-FRANCE;ensemble;54.0;37.0;34.0;3.0;46.0;;;;;
cumul 2019-2020;0951147F;Lycée général et technologique Fragonard;ILE-DE-FRANCE;ensemble;30.0;;;;;;;;;
cumul 2019-2020;0951637N;Lycée général et technologique Galilée;ILE-DE-FRANCE;dont élèves en voie pro sco;42.0;59.0;51.0;8.0;53.0;;;;;
cumul 2019-2020;9720063L;Lycée général et technologique privé Saint Joseph de Cluny;MARTINIQUE;ensemble;;;;;;;;;;
cumul 2019-2020;9720074Y;Lycée professionnel privé Saint Joseph de Cluny;MARTINIQUE;ensemble;69.0;31.0;20.0;10.0;23.0;;;;;
cumul 2019-2020;9720725F;Lycée polyvalent Joseph Zobel;MARTINIQUE;ensemble;56.0;23.0;26.0;-3.0;23.0;;;;;
cumul 2019-2020;0011194T;Lycée général et technologique de la Plaine de l'Ain;AUVERGNE-RHONE-ALPES;ensemble;26.0;56.0;55.0;;62.0;;;;;
cumul 2019-2020;0020048S;Lycée général et technologique Henri Martin;HAUTS-DE-FRANCE;dont apprentis;35.0;33.0;45.0;-12.0;29.0;;;;;
cumul 2019-2020;0020088K;Lycée professionnel Camille Claudel - Lycée des métiers de l'optique et du tertiaire;HAUTS-DE-FRANCE;ensemble;57.0;16.0;25.0;-9.0;23.0;;;;;
cumul 2019-2020;0020492Z;Lycée professionnel privé Saint-Vincent-de-Paul - Lycée des métiers du design, de la santé et de l'hôtellerie;HAUTS-DE-FRANCE;ensemble;51.0;23.0;26.0;-3.0;37.0;;;;;
cumul 2019-2020;0030038A;Lycée polyvalent Jean Monnet - Lycée des métiers du design et des arts verriers;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;52.0;43.0;40.0;3.0;49.0;;;;;
cumul 2019-2020;0050004C;Lycée climatique Honoré Romane;PROVENCE-ALPES-COTE D'AZUR;ensemble;27.0;56.0;49.0;6.0;64.0;;;;;
cumul 2019-2020;0060670W;Lycée général et technologique privé Sainte Marie;PROVENCE-ALPES-COTE D'AZUR;ensemble;25.0;22.0;34.0;-12.0;48.0;;;;;
cumul 2019-2020;0070114L;Lycée professionnel privé Notre Dame - Lycée des métiers du travail social et de la santé;AUVERGNE-RHONE-ALPES;ensemble;40.0;35.0;29.0;6.0;48.0;;;;;
cumul 2019-2020;0071126L;Lycée général et technologique privé Saint Denis;AUVERGNE-RHONE-ALPES;ensemble;46.0;59.0;56.0;3.0;63.0;;;;;
cumul 2019-2020;0071351F;Lycée polyvalent Xavier Mallet;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;47.0;40.0;34.0;6.0;49.0;;;;;
cumul 2019-2020;0080007P;Lycée général et technologique Sévigné;GRAND EST;dont élèves en voie pro sco;26.0;42.0;41.0;1.0;50.0;;;;;
cumul 2019-2020;0110019L;Lycée polyvalent Jacques Ruffié;OCCITANIE;ensemble;48.0;20.0;32.0;-12.0;36.0;;;;;
cumul 2019-2020;0110045P;Lycée polyvalent privé Saint Louis;OCCITANIE;ensemble;50.0;35.0;39.0;-4.0;45.0;;;;;
cumul 2019-2020;0121309H;Lycée professionnel privé Saint-Joseph;OCCITANIE;ensemble;66.0;32.0;36.0;-4.0;36.0;;;;;
cumul 2019-2020;0130056R;Lycée professionnel lycée des métiers La Floride;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;;;;;;;;;;
cumul 2019-2020;0131424C;Lycée professionnel privé ORT Léon Bramson;PROVENCE-ALPES-COTE D'AZUR;ensemble;73.0;;;;;;;;;
cumul 2019-2020;0131463V;Lycée professionnel privé La Cabucelle;PROVENCE-ALPES-COTE D'AZUR;ensemble;40.0;16.0;28.0;-12.0;14.0;;;;;
cumul 2019-2020;0131485U;LYCEE DES METIERS PRIVE LE ROCHER - Lycée des métiers des soins et services à la personne;PROVENCE-ALPES-COTE D'AZUR;ensemble;44.0;41.0;37.0;4.0;48.0;;;;;
cumul 2019-2020;0141274J;Lycée polyvalent Arcisse de Caumont - Lycée des métiers du transport et de la logistique;NORMANDIE;dont apprentis;;;;;;;;;;
cumul 2019-2020;0141867D;Lycée professionnel privé Sainte Ursule - Lycée des métiers du tertiaire;NORMANDIE;ensemble;58.0;34.0;39.0;-5.0;48.0;;;;;
cumul 2019-2020;0142178S;Lycée professionnel Jean Mermoz;NORMANDIE;ensemble;52.0;41.0;42.0;-1.0;49.0;;;;;
cumul 2019-2020;0150022T;Lycée professionnel Joseph Constant;AUVERGNE-RHONE-ALPES;ensemble;57.0;50.0;50.0;;47.0;;;;;
cumul 2019-2020;0150613K;Etablissement régional d'enseignement adapté Albert Monier;AUVERGNE-RHONE-ALPES;dont apprentis;;;;;;;;;;
cumul 2019-2020;0160010Z;Lycée général et technologique Elie Vinet;NOUVELLE-AQUITAINE;dont apprentis;;;;;;;;;;
cumul 2019-2020;0160792Z;Lycée professionnel Sillac - Lycée des métiers de l'habitat, du bâtiment et de la topographie;NOUVELLE-AQUITAINE;dont élèves en voie pro sco;64.0;33.0;39.0;-6.0;40.0;;;;;
cumul 2019-2020;0160862A;Lycée professionnel Jean Albert Grégoire - Lycée des métiers du transport, de la logistique et de la maintenance automobile;NOUVELLE-AQUITAINE;dont apprentis;16.0;74.0;70.0;4.0;81.0;;;;;
cumul 2019-2020;0161003D;Lycée professionnel Louise Michel;NOUVELLE-AQUITAINE;ensemble;34.0;30.0;40.0;-11.0;42.0;;;;;
cumul 2019-2020;0170031S;Lycée professionnel Pierre Doriole - Lycée des métiers des services à la personne et aux entreprises;NOUVELLE-AQUITAINE;dont apprentis;;;;;;;;;;
cumul 2019-2020;0180036S;Lycée polyvalent Henri Brisson - Lycée des métiers de l'industrie et des sciences appliquées;CENTRE-VAL DE LOIRE;ensemble;59.0;52.0;49.0;3.0;52.0;;;;;
cumul 2019-2020;0180571Y;Lycée polyvalent privé St Jean Baptiste de la Salle;CENTRE-VAL DE LOIRE;ensemble;47.0;33.0;35.0;-2.0;43.0;;;;;
cumul 2019-2020;0190034J;Lycée professionnel René Cassin;NOUVELLE-AQUITAINE;ensemble;45.0;29.0;36.0;-8.0;36.0;;;;;
cumul 2019-2020;0210003P;Lycée polyvalent Prieur de La Côte d'Or;BOURGOGNE-FRANCHE-COMTE;ensemble;49.0;35.0;43.0;-8.0;53.0;;;;;
cumul 2019-2020;0220013V;Lycée polyvalent La Fontaine des Eaux - Lycée des métiers de la gestion énergétique des bâtiments;BRETAGNE;dont apprentis;19.0;94.0;82.0;12.0;94.0;;;;;
cumul 2019-2020;0220027K;Lycée polyvalent Fulgence Bienvenüe;BRETAGNE;ensemble;50.0;54.0;48.0;6.0;59.0;;;;;
cumul 2019-2020;0220116G;Pôle Supérieur Lycée Saint Brieuc;BRETAGNE;ensemble;35.0;57.0;57.0;-1.0;73.0;;;;;
cumul 2019-2020;0221865H;Lycée professionnel privé Saint Joseph;BRETAGNE;ensemble;53.0;16.0;28.0;-12.0;52.0;;;;;
cumul 2019-2020;0240006B;Lycée professionnel Hélène Duc - Lycée des métiers Sud Périgord;NOUVELLE-AQUITAINE;dont élèves en voie pro sco;47.0;37.0;42.0;-5.0;53.0;;;;;
cumul 2019-2020;0240026Y;Lycée polyvalent Albert Claveille - Lycée des métiers de l'ingénierie industrielle et de l'automobile;NOUVELLE-AQUITAINE;dont élèves en voie pro sco;41.0;52.0;54.0;-2.0;58.0;;;;;
cumul 2019-2020;0240035H;Lycée général et technologique Pré de Cordy;NOUVELLE-AQUITAINE;ensemble;21.0;52.0;51.0;;61.0;;;;;
cumul 2019-2020;0251994G;Lycée polyvalent Germaine Tillion;BOURGOGNE-FRANCHE-COMTE;dont élèves en voie pro sco;35.0;46.0;45.0;1.0;48.0;;;;;
cumul 2019-2020;0260116K;Lycée professionnel Montesquieu;AUVERGNE-RHONE-ALPES;dont apprentis;;;;;;;;;;
cumul 2019-2020;0270018Y;Lycée professionnel Augustin Hébert - Lycée des métiers de l'habitat, de la construction et de l'efficacité énergétique;NORMANDIE;ensemble;49.0;28.0;30.0;-1.0;34.0;;;;;
cumul 2019-2020;0270029K;Lycée polyvalent les Fontenelles - Lycée des métiers de l'énergie et de l'efficacité énergétique;NORMANDIE;dont apprentis;;;;;;;;;;
cumul 2019-2020;0270052K;Lycée professionnel Georges Dumézil;NORMANDIE;ensemble;49.0;26.0;27.0;-2.0;31.0;;;;;
cumul 2019-2020;0280665W;Lycée général et technologique privé Notre Dame;CENTRE-VAL DE LOIRE;ensemble;39.0;48.0;54.0;-6.0;62.0;;;;;
cumul 2019-2020;0300950V;Lycée polyvalent Albert Einstein;OCCITANIE;ensemble;45.0;36.0;42.0;-6.0;50.0;;;;;
cumul 2019-2020;0301552Z;Lycée général et technologique Philippe Lamour;OCCITANIE;ensemble;24.0;;;;;;;;;
cumul 2019-2020;0301654K;Lycée polyvalent Geneviève de Gaulle-Anthonioz, lycée des métiers de la santé et du social;OCCITANIE;ensemble;42.0;24.0;25.0;-2.0;36.0;;;;;
cumul 2019-2020;0310017A;Lycée polyvalent Paul Mathou - Lycée des métiers des travaux publics et du bâtiment;OCCITANIE;ensemble;52.0;47.0;46.0;;57.0;;;;;
cumul 2019-2020;0310044E;Lycée polyvalent Déodat de Séverac;OCCITANIE;dont élèves en voie pro sco;52.0;44.0;46.0;-2.0;50.0;;;;;
cumul 2019-2020;0310046G;Lycée polyvalent hôtelier - Lycée des métiers de l'hôtellerie et du tourisme d'Occitanie;OCCITANIE;ensemble;48.0;50.0;52.0;-1.0;62.0;;;;;
cumul 2019-2020;0310054R;Lycée professionnel Renée Bonnet;OCCITANIE;ensemble;49.0;40.0;38.0;2.0;48.0;;;;;
cumul 2019-2020;0310088C;Lycée professionnel -  Lycée des métiers d'art, du bois et de l'ameublement;OCCITANIE;ensemble;61.0;42.0;36.0;5.0;48.0;;;;;
cumul 2019-2020;0312093G;Lycée général et technologique international Victor Hugo;OCCITANIE;ensemble;38.0;54.0;46.0;8.0;67.0;;;;;
cumul 2019-2020;0312355S;Lycée général et technologique privé ORT Maurice Grynfogel;OCCITANIE;ensemble;45.0;;;;;;;;;
cumul 2019-2020;0312759F;Lycée polyvalent Joseph Galliéni - Lycée des métiers de l'automobile, du transport et de la logistique;OCCITANIE;dont apprentis;13.0;54.0;57.0;-3.0;52.0;;;;;
cumul 2019-2020;0320025D;Lycée polyvalent d'Artagnan - Lycée des métiers;OCCITANIE;ensemble;59.0;30.0;37.0;-8.0;45.0;;;;;
cumul 2019-2020;0330031E;Lycée professionnel Toulouse-Lautrec - Lycée des métiers d'art;NOUVELLE-AQUITAINE;dont élèves en voie pro sco;59.0;28.0;29.0;-2.0;38.0;;;;;
cumul 2019-2020;0330076D;Lycée professionnel Charles Péguy - Lycée des métiers de l'industrie et de l'artisanat;NOUVELLE-AQUITAINE;ensemble;45.0;39.0;45.0;-5.0;55.0;;;;;
cumul 2019-2020;0332870R;Lycée polyvalent de la mer - Lycée des Métiers de la Mer;NOUVELLE-AQUITAINE;dont élèves en voie pro sco;45.0;40.0;34.0;6.0;57.0;;;;;
cumul 2019-2020;0340040J;Lycée polyvalent Jules Guesde;OCCITANIE;dont apprentis;;;;;;;;;;
cumul 2019-2020;0340042L;Lycée polyvalent Jean Mermoz;OCCITANIE;dont élèves en voie pro sco;49.0;42.0;41.0;1.0;50.0;;;;;
cumul 2019-2020;0350028R;Lycée général et technologique Bréquigny;BRETAGNE;ensemble;41.0;56.0;54.0;3.0;63.0;;;;;
cumul 2019-2020;0350030T;Lycée polyvalent Pierre Mendès-France - Lycée des métiers du bâtiment et de l'énergétique;BRETAGNE;dont apprentis;36.0;88.0;80.0;8.0;76.0;;;;;
cumul 2019-2020;0350793X;Lycée polyvalent privé Frédéric Ozanam;BRETAGNE;ensemble;53.0;57.0;51.0;7.0;67.0;;;;;
cumul 2019-2020;0351054F;Lycée professionnel Charles Tillon;BRETAGNE;dont élèves en voie pro sco;66.0;39.0;35.0;5.0;37.0;;;;;
cumul 2019-2020;0351907H;Lycée général et technologique René Descartes;BRETAGNE;ensemble;39.0;64.0;62.0;1.0;67.0;;;;;
cumul 2019-2020;0360024F;Lycée polyvalent Balzac-D'Alembert - Lycée des métiers du cuir, de la logistique et du transport;CENTRE-VAL DE LOIRE;ensemble;38.0;48.0;44.0;3.0;58.0;;;;;
cumul 2019-2020;0371532P;Lycée polyvalent privé Esthétique de Touraine;CENTRE-VAL DE LOIRE;ensemble;30.0;52.0;61.0;-9.0;66.0;;;;;
cumul 2019-2020;0381732B;Lycée professionnel privé François Verguin - Lycée des métiers de la chimie et des process industriels;AUVERGNE-RHONE-ALPES;ensemble;30.0;78.0;66.0;12.0;69.0;;;;;
cumul 2019-2020;0390021L;Lycée professionnel Montciel - Lycée des métiers du sanitaire et du social;BOURGOGNE-FRANCHE-COMTE;ensemble;52.0;34.0;32.0;2.0;45.0;;;;;
cumul 2019-2020;0400097N;Lycée professionnel Jean Garnier - Lycée des métiers du bâtiment;NOUVELLE-AQUITAINE;dont élèves en voie pro sco;51.0;50.0;38.0;12.0;48.0;;;;;
cumul 2019-2020;0420040R;Lycée général et technologique Claude Lebois - Lycée des métiers transport et logistique - Lycée des métiers chaudronnerie et usinage;AUVERGNE-RHONE-ALPES;dont apprentis;;;;;;;;;;
cumul 2019-2020;0420079H;Lycée professionnel Etienne Mimard;AUVERGNE-RHONE-ALPES;ensemble;51.0;40.0;39.0;;50.0;;;;;
cumul 2019-2020;0430023S;Lycée professionnel Auguste Aymard;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;74.0;;;;;;;;;
cumul 2019-2020;0430053Z;Lycée polyvalent privé Saint Julien;AUVERGNE-RHONE-ALPES;ensemble;50.0;;;;;;;;;
cumul 2019-2020;0441823T;Lycée professionnel Heinlex - Lycée des métiers;PAYS DE LA LOIRE;dont élèves en voie pro sco;48.0;51.0;45.0;6.0;55.0;;;;;
cumul 2019-2020;0450051L;Lycée polyvalent Benjamin Franklin;CENTRE-VAL DE LOIRE;ensemble;50.0;52.0;54.0;-2.0;53.0;;;;;
cumul 2019-2020;0460007H;Lycée général et technologique Clément Marot;OCCITANIE;ensemble;38.0;41.0;50.0;-10.0;54.0;;;;;
cumul 2019-2020;0460039T;Lycée polyvalent privé Jeanne d'Arc;OCCITANIE;ensemble;41.0;16.0;28.0;-12.0;37.0;;;;;
cumul 2019-2020;0470038L;Lycée polyvalent Georges Leygues - Louis Couffignal;NOUVELLE-AQUITAINE;dont apprentis;;;;;;;;;;
cumul 2019-2020;0500032N;Lycée professionnel Edmond Doucet - Lycée des métiers de la production industrielle des ouvrages en bois et des services aux entreprises;NORMANDIE;ensemble;42.0;51.0;52.0;;64.0;;;;;
cumul 2019-2020;0501219D;Lycée polyvalent Curie-Corot;NORMANDIE;ensemble;50.0;42.0;42.0;;57.0;;;;;
cumul 2019-2020;0501232T;Etablissement régional d'enseignement adapté Robert Doisneau;NORMANDIE;dont élèves en voie pro sco;46.0;21.0;24.0;-3.0;28.0;;;;;
cumul 2019-2020;0510007F;Lycée polyvalent Etienne Oehmichen - Lycée des métiers de l'industrie, du transport et de la logistique, de l'hôtellerie-restauration;GRAND EST;dont élèves en voie pro sco;42.0;41.0;40.0;1.0;51.0;;;;;
cumul 2019-2020;0530040F;Lycée professionnel Pierre et Marie Curie;PAYS DE LA LOIRE;dont élèves en voie pro sco;53.0;53.0;43.0;10.0;50.0;;;;;
cumul 2019-2020;0540041B;Lycée général et technologique Georges de La Tour;GRAND EST;ensemble;54.0;60.0;60.0;-1.0;66.0;;;;;
cumul 2019-2020;0540061Y;Lycée Marie Marvingt - Lycée des métiers des services et du commerce;GRAND EST;ensemble;47.0;43.0;45.0;-2.0;49.0;;;;;
cumul 2019-2020;0550002D;Lycée général et technologique Raymond Poincaré;GRAND EST;ensemble;38.0;53.0;52.0;2.0;50.0;;;;;
cumul 2019-2020;0570099Y;Lycée Henri Nominé - Lycée des métiers des services aux entreprises;GRAND EST;ensemble;45.0;46.0;49.0;-3.0;52.0;;;;;
cumul 2019-2020;0572101Z;Lycée professionnel privé Saint André - Lycée des métiers de l'optique;GRAND EST;ensemble;47.0;44.0;43.0;1.0;47.0;;;;;
cumul 2019-2020;0590073J;Lycée général et technologique Auguste Angellier;HAUTS-DE-FRANCE;ensemble;31.0;55.0;51.0;3.0;62.0;;;;;
cumul 2019-2020;0590098L;Lycée professionnel Placide Courtoy;HAUTS-DE-FRANCE;ensemble;39.0;36.0;34.0;1.0;39.0;;;;;
cumul 2019-2020;0590117G;Lycée général et technologique Louis Pasteur;HAUTS-DE-FRANCE;dont élèves en voie pro sco;33.0;;;;;;;;;
cumul 2019-2020;0590144L;Lycée professionnel Automobile Alfred Mongy - Lycée des Métiers de la maintenance des véhicules;HAUTS-DE-FRANCE;dont élèves en voie pro sco;34.0;47.0;43.0;4.0;63.0;;;;;
cumul 2019-2020;0590265T;Lycée Professionnel Edmond Labbé;HAUTS-DE-FRANCE;ensemble;33.0;61.0;56.0;5.0;67.0;;;;;
cumul 2019-2020;0594302F;Lycée professionnel François Mansart - Lycée des Métiers du Bâtiment;HAUTS-DE-FRANCE;ensemble;46.0;24.0;20.0;3.0;35.0;;;;;
cumul 2019-2020;0595867G;Lycée général et technologique international Montebello;HAUTS-DE-FRANCE;ensemble;31.0;49.0;51.0;-3.0;50.0;;;;;
cumul 2019-2020;0601162M;Lycée professionnel privé St Vincent de Paul;HAUTS-DE-FRANCE;ensemble;56.0;25.0;26.0;-1.0;33.0;;;;;
cumul 2019-2020;0620011A;Lycée Professionnel Jacques Le Caron;HAUTS-DE-FRANCE;dont apprentis;38.0;64.0;65.0;-2.0;71.0;;;;;
cumul 2019-2020;0620040G;Lycée général et technologique Louis Blaringhem;HAUTS-DE-FRANCE;ensemble;29.0;48.0;52.0;-3.0;54.0;;;;;
cumul 2019-2020;0620043K;Lycée professionnel Salvador Allende;HAUTS-DE-FRANCE;dont élèves en voie pro sco;56.0;25.0;31.0;-6.0;45.0;;;;;
cumul 2019-2020;0620070P;Lycée général et Technologique Diderot;HAUTS-DE-FRANCE;ensemble;36.0;60.0;53.0;7.0;60.0;;;;;
cumul 2019-2020;0620187S;Lycée professionnel Jules Verne - Lycée des Métiers du Bâtiment et des énergies renouvelables;HAUTS-DE-FRANCE;dont élèves en voie pro sco;52.0;15.0;27.0;-12.0;25.0;;;;;
cumul 2019-2020;0620190V;Lycée professionnel Henri Darras;HAUTS-DE-FRANCE;dont apprentis;;;;;;;;;;
cumul 2019-2020;0622198C;Lycée polyvalent privé Saint Joseph - Lycée des Métiers des Energies,du Numérique et de l'Automation - Management,Gestion,Communication - Santé,Social;HAUTS-DE-FRANCE;ensemble;55.0;44.0;41.0;2.0;55.0;;;;;
cumul 2019-2020;0623981R;Lycée polyvalent Vauban;HAUTS-DE-FRANCE;dont apprentis;26.0;64.0;52.0;12.0;62.0;;;;;
cumul 2019-2020;0630034V;Lycée général et technologique Murat;AUVERGNE-RHONE-ALPES;ensemble;29.0;72.0;60.0;12.0;82.0;;;;;
cumul 2019-2020;0630052P;Lycée général et technologique C. et P. Virlogeux;AUVERGNE-RHONE-ALPES;ensemble;46.0;61.0;59.0;2.0;61.0;;;;;
cumul 2019-2020;0640080P;Lycée professionnel Molière - Lycée des métiers de l'industrie connectée, durable et des services;NOUVELLE-AQUITAINE;dont apprentis;;;;;;;;;;
cumul 2019-2020;0640111Y;Lycée général et technologique privé Largenté;NOUVELLE-AQUITAINE;ensemble;43.0;49.0;56.0;-7.0;51.0;;;;;
cumul 2019-2020;0640184C;Lycée professionnel privé Montpensier - Lycée des métiers de la santé, de l'animation, de l'organisation administrative, commerciale, du transport;NOUVELLE-AQUITAINE;ensemble;48.0;26.0;31.0;-4.0;32.0;;;;;
cumul 2019-2020;0671679L;Lycée professionnel privé Sainte Thérèse;GRAND EST;ensemble;34.0;26.0;31.0;-5.0;29.0;;;;;
cumul 2019-2020;0672806L;Lycée polyvalent Marcel Rudloff;GRAND EST;ensemble;49.0;39.0;33.0;6.0;39.0;;;;;
cumul 2019-2020;0680149T;Lycée général et technologique épiscopal Saint André;GRAND EST;ensemble;48.0;45.0;43.0;3.0;48.0;;;;;
cumul 2019-2020;0690023A;Lycée général et technologique Ampère;AUVERGNE-RHONE-ALPES;ensemble;48.0;70.0;65.0;5.0;69.0;;;;;
cumul 2019-2020;0690035N;Lycée général et technologique Auguste et Louis Lumière;AUVERGNE-RHONE-ALPES;ensemble;45.0;55.0;58.0;-3.0;57.0;;;;;
cumul 2019-2020;0690037R;Lycée général et technologique La Martinière Diderot;AUVERGNE-RHONE-ALPES;ensemble;45.0;52.0;59.0;-7.0;66.0;;;;;
cumul 2019-2020;0690074F;Lycée général et technologique Parc Chabrières;AUVERGNE-RHONE-ALPES;dont apprentis;11.0;92.0;80.0;12.0;71.0;;;;;
cumul 2019-2020;0691626T;Lycée professionnel Georges Lamarque - Lycée des métiers des arts et techniques du bois et de la tapisserie d'ameublement;AUVERGNE-RHONE-ALPES;ensemble;53.0;47.0;37.0;10.0;56.0;;;;;
cumul 2019-2020;0692717D;Lycée polyvalent Jacques Brel;AUVERGNE-RHONE-ALPES;dont apprentis;42.0;61.0;67.0;-6.0;68.0;;;;;
cumul 2019-2020;0693044J;Lycée général et technologique Jean-Paul Sartre;AUVERGNE-RHONE-ALPES;ensemble;52.0;72.0;62.0;10.0;76.0;;;;;
cumul 2019-2020;0693045K;Lycée professionnel Les Canuts - Lycée des métiers de l'électrotechnique - Lycée des métiers de la vente;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;39.0;26.0;37.0;-11.0;40.0;;;;;
cumul 2019-2020;0693566B;Lycée polyvalent François Mansart;AUVERGNE-RHONE-ALPES;ensemble;57.0;43.0;31.0;12.0;45.0;;;;;
cumul 2019-2020;0700905D;Lycée polyvalent Edouard Belin - Lycée des métiers de l'ingénierie numérique;BOURGOGNE-FRANCHE-COMTE;dont apprentis;50.0;55.0;67.0;-12.0;55.0;;;;;
cumul 2019-2020;0701078S;Lycée polyvalent Lumière;BOURGOGNE-FRANCHE-COMTE;dont élèves en voie pro sco;45.0;28.0;35.0;-7.0;28.0;;;;;
cumul 2019-2020;0710012C;Lycée polyvalent Niepce-Balleure;BOURGOGNE-FRANCHE-COMTE;ensemble;57.0;45.0;49.0;-4.0;55.0;;;;;
cumul 2019-2020;0710080B;Lycée professionnel Alexandre Dumaine, lycée des métiers;BOURGOGNE-FRANCHE-COMTE;dont élèves en voie pro sco;49.0;38.0;36.0;1.0;45.0;;;;;
cumul 2019-2020;0711249X;Lycée polyvalent privé Frédéric Ozanam;BOURGOGNE-FRANCHE-COMTE;ensemble;33.0;66.0;54.0;12.0;63.0;;;;;
cumul 2019-2020;0711729U;Lycée polyvalent Emiland Gauthey, lycée des métiers de la relation clientèle et de la mode;BOURGOGNE-FRANCHE-COMTE;dont apprentis;28.0;69.0;71.0;-2.0;73.0;;;;;
