annee;UAI;libelle;region;dont_apprentis_eple;taux_poursuite_etudes;taux_emploi_6_mois;taux_emploi_6_mois_attendu;va_emploi_6_mois;taux_emploi_12_mois;taux_emploi_18_mois;taux_emploi_24_mois;Part en poursuite d'études;Part en emploi 6 mois après la sortie;Part des autres situations
cumul 2018-2019;0752846L;Lycée Professionnel Erik Satie;ILE-DE-FRANCE;dont apprentis;27.0;;;;;;;;;
cumul 2018-2019;0753268V;Lycée polyvalent Jean Lurçat;ILE-DE-FRANCE;dont élèves en voie pro sco;41.0;55.0;55.0;0.0;55.0;55.0;56.0;;;
cumul 2018-2019;0753350J;Lycée professionnel Maria Deraismes;ILE-DE-FRANCE;ensemble;35.0;36.0;37.0;-2.0;37.0;46.0;46.0;;;
cumul 2018-2019;0753350J;Lycée professionnel Maria Deraismes;ILE-DE-FRANCE;dont apprentis;4.0;41.0;42.0;-1.0;48.0;54.0;54.0;;;
cumul 2018-2019;0753537M;Ecole Supérieure Technique de Biologie Appliquée;ILE-DE-FRANCE;ensemble;29.0;37.0;49.0;-12.0;46.0;45.0;45.0;;;
cumul 2018-2019;0754025T;Lycée polyvalent privé Saint-Nicolas;ILE-DE-FRANCE;ensemble;58.0;35.0;41.0;-6.0;38.0;43.0;46.0;;;
cumul 2018-2019;0754029X;Lycée polyvalent privé Carcado Saisseval - Lycée des métiers du management du commerce, des services et soins à la personne;ILE-DE-FRANCE;ensemble;45.0;43.0;49.0;-7.0;45.0;51.0;53.0;;;
cumul 2018-2019;0754239A;Lycée polyvalent privé Saint Jean de Montmartre - Lycée des métiers privé de la vente et du commerce;ILE-DE-FRANCE;ensemble;63.0;28.0;34.0;-6.0;27.0;36.0;49.0;;;
cumul 2018-2019;0754475G;Lycée polyvalent Léonard de Vinci - Lycée des métiers du bois;ILE-DE-FRANCE;ensemble;43.0;43.0;50.0;-7.0;48.0;55.0;57.0;;;
cumul 2018-2019;0760022L;Lycée professionnel Bernard Palissy - Lycée des métiers de l'acier, de l'aluminium et des services;NORMANDIE;ensemble;49.0;34.0;33.0;1.0;42.0;38.0;38.0;;;
cumul 2018-2019;0760024N;Lycée professionnel Emulation Dieppoise;NORMANDIE;dont apprentis;45.0;64.0;66.0;-2.0;68.0;67.0;71.0;;;
cumul 2018-2019;0760054W;Lycée polyvalent Porte Océane;NORMANDIE;ensemble;55.0;43.0;47.0;-4.0;45.0;53.0;50.0;;;
cumul 2018-2019;0760062E;Lycée professionnel Jules Le Cesne - Lycée des métiers de l'hôtellerie, de la restauration et des services;NORMANDIE;dont apprentis;30.0;54.0;52.0;3.0;60.0;56.0;62.0;;;
cumul 2018-2019;0760114L;Lycée professionnel le Hurle-Vent;NORMANDIE;ensemble;33.0;28.0;40.0;-12.0;48.0;38.0;56.0;;;
cumul 2018-2019;0760144U;Section d'enseignement professionnel Schuman-Perret;NORMANDIE;ensemble;48.0;45.0;40.0;6.0;52.0;51.0;57.0;;;
cumul 2018-2019;0760144U;Section d'enseignement professionnel Schuman-Perret;NORMANDIE;dont apprentis;28.0;75.0;67.0;8.0;74.0;82.0;82.0;;;
cumul 2018-2019;0761353H;Lycée professionnel privé de la Coiffure Albert Pourrière;NORMANDIE;ensemble;42.0;55.0;46.0;10.0;60.0;57.0;64.0;;;
cumul 2018-2019;0762211R;Etablissement régional d'enseignement adapté Françoise Dolto;NORMANDIE;ensemble;29.0;10.0;17.0;-7.0;13.0;10.0;33.0;;;
cumul 2018-2019;0762600N;Lycée polyvalent Edouard Delamare Deboutteville;NORMANDIE;ensemble;44.0;43.0;45.0;-3.0;46.0;49.0;56.0;;;
cumul 2018-2019;0762964J;Lycée polyvalent Le Corbusier - Lycée des métiers du bâtiment, des travaux publics, de l'énergie et de la domotique;NORMANDIE;ensemble;41.0;41.0;44.0;-3.0;51.0;49.0;53.0;;;
cumul 2018-2019;0770926N;Lycée général et technologique François Couperin;ILE-DE-FRANCE;ensemble;47.0;49.0;57.0;-8.0;54.0;54.0;54.0;;;
cumul 2018-2019;0770938B;Lycée polyvalent André Malraux - Lycée des métiers des industries et du design graphique;ILE-DE-FRANCE;dont apprentis;;;;;;;;;;
cumul 2018-2019;0770942F;Lycée polyvalent Thibaut de Champagne;ILE-DE-FRANCE;ensemble;49.0;39.0;39.0;0.0;36.0;36.0;39.0;;;
cumul 2018-2019;0770945J;Lycée professionnel Gustave Eiffel - Lycée des métiers des structures métalliques et de la chaudronerie - Lycée des métiers de l'électrotechnique;ILE-DE-FRANCE;ensemble;44.0;46.0;49.0;-2.0;54.0;59.0;61.0;;;
cumul 2018-2019;0771763Y;Lycée général et technologique Charles Le Chauve;ILE-DE-FRANCE;ensemble;32.0;65.0;59.0;6.0;65.0;69.0;66.0;;;
cumul 2018-2019;0771995A;Lycée professionnel le Champ de Claye - Lycée des métiers de l'énergie;ILE-DE-FRANCE;ensemble;46.0;45.0;37.0;7.0;44.0;49.0;46.0;;;
cumul 2018-2019;0771996B;Lycée polyvalent Honoré de Balzac;ILE-DE-FRANCE;ensemble;60.0;;;;;;;;;
cumul 2018-2019;0772127U;Lycée général et technologique Galilée;ILE-DE-FRANCE;ensemble;27.0;58.0;60.0;-2.0;55.0;68.0;68.0;;;
cumul 2018-2019;0772188K;Lycée général et technologique Pierre Mendès France;ILE-DE-FRANCE;ensemble;34.0;80.0;68.0;12.0;84.0;84.0;84.0;;;
cumul 2018-2019;0772244W;Lycée professionnel Antonin Carême - Lycée des métiers de l'hôtellerie et de la restauration;ILE-DE-FRANCE;dont élèves en voie pro sco;48.0;39.0;39.0;0.0;38.0;42.0;49.0;;;
cumul 2018-2019;0772277G;Lycée polyvalent Henri Becquerel;ILE-DE-FRANCE;ensemble;43.0;24.0;36.0;-12.0;33.0;42.0;52.0;;;
cumul 2018-2019;0772296C;Lycée polyvalent de la Mare Carrée;ILE-DE-FRANCE;ensemble;57.0;47.0;45.0;2.0;53.0;44.0;52.0;;;
cumul 2018-2019;0772310T;Lycée polyvalent Simone Signoret;ILE-DE-FRANCE;ensemble;50.0;45.0;40.0;5.0;53.0;56.0;54.0;;;
cumul 2018-2019;0772342C;Lycée polyvalent Clément Ader;ILE-DE-FRANCE;dont élèves en voie pro sco;49.0;40.0;36.0;3.0;38.0;47.0;46.0;;;
cumul 2018-2019;0780273Y;Lycée professionnel  Louis Blériot, lycée des métiers des services aux entreprises, aux collectivités et aux personnes;ILE-DE-FRANCE;dont élèves en voie pro sco;52.0;37.0;41.0;-4.0;34.0;47.0;42.0;;;
cumul 2018-2019;0780422K;Lycée général et technologique François Villon;ILE-DE-FRANCE;ensemble;37.0;64.0;59.0;5.0;59.0;54.0;56.0;;;
cumul 2018-2019;0780584L;Lycée professionnel Henri Matisse, lycée des métiers de la petite enfance et des soins à la personne, et du commerce;ILE-DE-FRANCE;ensemble;50.0;49.0;40.0;9.0;42.0;49.0;49.0;;;
cumul 2018-2019;0780584L;Lycée professionnel Henri Matisse, lycée des métiers de la petite enfance et des soins à la personne, et du commerce;ILE-DE-FRANCE;dont élèves en voie pro sco;52.0;47.0;37.0;10.0;39.0;47.0;47.0;;;
cumul 2018-2019;0781297L;Lycée général et technologique Plaine de Neauphle;ILE-DE-FRANCE;ensemble;36.0;60.0;63.0;-3.0;59.0;68.0;62.0;;;
cumul 2018-2019;0781845G;Lycée général et technologique Jules Ferry;ILE-DE-FRANCE;ensemble;42.0;56.0;54.0;2.0;80.0;80.0;84.0;;;
cumul 2018-2019;0781949V;Lycée général et technologique de Villaroy;ILE-DE-FRANCE;ensemble;64.0;;;;;;;;;
cumul 2018-2019;0781949V;Lycée général et technologique de Villaroy;ILE-DE-FRANCE;dont apprentis;70.0;;;;;;;;;
cumul 2018-2019;0781950W;Lycée polyvalent Louise Weiss;ILE-DE-FRANCE;ensemble;56.0;44.0;32.0;12.0;56.0;54.0;54.0;;;
cumul 2018-2019;0782100J;Lycée professionnel privé Les Châtaigniers;ILE-DE-FRANCE;ensemble;58.0;37.0;36.0;1.0;33.0;35.0;50.0;;;
cumul 2018-2019;0782540M;Lycée polyvalent Jean Rostand;ILE-DE-FRANCE;dont élèves en voie pro sco;45.0;41.0;37.0;4.0;36.0;44.0;45.0;;;
cumul 2018-2019;0782556E;Lycée polyvalent Léonard de Vinci, lycée des métiers de l'électrotechnique et des automatismes;ILE-DE-FRANCE;dont apprentis;;;;;;;;;;
cumul 2018-2019;0782567S;Lycée général et technologique Marie Curie;ILE-DE-FRANCE;ensemble;39.0;65.0;61.0;4.0;62.0;60.0;62.0;;;
cumul 2018-2019;0782587N;Lycée polyvalent Viollet-Le-Duc, lycée des métiers de l'habitat et du développement durable;ILE-DE-FRANCE;ensemble;55.0;45.0;45.0;0.0;49.0;51.0;60.0;;;
cumul 2018-2019;0783214V;Lycée professionnel Lucien René Duchesne, lycée des métiers de l'automobile;ILE-DE-FRANCE;dont élèves en voie pro sco;54.0;42.0;43.0;-2.0;50.0;47.0;49.0;;;
cumul 2018-2019;0783344L;Lycée général et technologique privé Notre Dame;ILE-DE-FRANCE;ensemble;50.0;57.0;56.0;0.0;61.0;61.0;61.0;;;
cumul 2018-2019;0783533S;Lycée polyvalent Camille Claudel, lycée des métiers de l'hôtellerie, de la restauration et du commerce;ILE-DE-FRANCE;dont élèves en voie pro sco;51.0;35.0;32.0;3.0;37.0;42.0;41.0;;;
cumul 2018-2019;0790007D;Lycée d'enseignement général et technologique Maurice Genevoix;NOUVELLE-AQUITAINE;ensemble;42.0;62.0;62.0;0.0;73.0;73.0;81.0;;;
cumul 2018-2019;0790036K;Lycée général et technologique Cité scolaire Jean Moulin;NOUVELLE-AQUITAINE;dont élèves en voie pro sco;29.0;65.0;57.0;8.0;59.0;65.0;68.0;;;
cumul 2018-2019;0790702J;Lycée professionnel Simone Signoret;NOUVELLE-AQUITAINE;ensemble;35.0;29.0;37.0;-8.0;54.0;47.0;49.0;;;
cumul 2018-2019;0800013E;Lycée professionnel de l'Acheuléen - Lycée des métiers du bâtiment;HAUTS-DE-FRANCE;dont apprentis;;;;;;;;;;
cumul 2018-2019;0801194N;Lycée professionnel Montaigne - Lycée des métiers des mobilités et des énergies nouvelles;HAUTS-DE-FRANCE;ensemble;44.0;52.0;44.0;8.0;57.0;59.0;64.0;;;
cumul 2018-2019;0801194N;Lycée professionnel Montaigne - Lycée des métiers des mobilités et des énergies nouvelles;HAUTS-DE-FRANCE;dont élèves en voie pro sco;44.0;47.0;40.0;7.0;53.0;58.0;62.0;;;
cumul 2018-2019;0801207C;Lycée général et technologique privé Sacré-Coeur;HAUTS-DE-FRANCE;ensemble;31.0;31.0;43.0;-12.0;42.0;58.0;58.0;;;
cumul 2018-2019;0801327H;Lycée d'enseignement technologique Edouard Branly;HAUTS-DE-FRANCE;dont apprentis;36.0;;;;;;;;;
cumul 2018-2019;0801888T;Lycée d'enseignement général et technologique privé Saint Martin;HAUTS-DE-FRANCE;ensemble;32.0;54.0;49.0;5.0;67.0;62.0;65.0;;;
cumul 2018-2019;0801945E;Lycée professionnel privé Saint Pierre;HAUTS-DE-FRANCE;ensemble;71.0;;;;;;;;;
cumul 2018-2019;0810018E;Lycée professionnel Anne Veaute - Lycée des métiers du paramédical et du tertiaire;OCCITANIE;ensemble;52.0;53.0;47.0;7.0;61.0;59.0;63.0;;;
cumul 2018-2019;0810023K;Lycée général et technologique Victor Hugo;OCCITANIE;ensemble;29.0;54.0;59.0;-5.0;64.0;69.0;69.0;;;
cumul 2018-2019;0810046K;Section d'enseignement professionnel du lycée polyvalent Louis Rascol;OCCITANIE;ensemble;59.0;46.0;45.0;1.0;54.0;57.0;52.0;;;
cumul 2018-2019;0810079W;Lycée général et technologique privé Ensemble scolaire Jeanne d'Arc;OCCITANIE;ensemble;17.0;47.0;54.0;-8.0;60.0;67.0;67.0;;;
cumul 2018-2019;0810095N;Lycée technologique privé Sainte-Cécile;OCCITANIE;ensemble;23.0;52.0;49.0;3.0;54.0;58.0;62.0;;;
cumul 2018-2019;0810995S;Lycée professionnel Docteur Clément de Pémille;OCCITANIE;dont élèves en voie pro sco;56.0;30.0;36.0;-6.0;31.0;39.0;45.0;;;
cumul 2018-2019;0811070Y;Lycée professionnel privé Sainte-Cécile;OCCITANIE;ensemble;26.0;38.0;33.0;6.0;47.0;43.0;62.0;;;
cumul 2018-2019;0811175M;Lycée technologique privé De La Salle Castres;OCCITANIE;ensemble;;;;;;;;;;
cumul 2018-2019;0820001F;Lycée professionnel - Lycée des métiers du bâtiment et de la topographie Norman Foster;OCCITANIE;dont apprentis;27.0;85.0;78.0;7.0;92.0;88.0;90.0;;;
cumul 2018-2019;0820016X;Lycée général François Mitterrand;OCCITANIE;ensemble;45.0;;;;;;;;;
cumul 2018-2019;0820885S;Lycée professionnel privé de coiffure Skhole d'Art;OCCITANIE;ensemble;28.0;54.0;52.0;2.0;66.0;58.0;61.0;;;
cumul 2018-2019;0830007G;Lycée polyvalent Raynouard;PROVENCE-ALPES-COTE D'AZUR;ensemble;36.0;37.0;42.0;-4.0;49.0;46.0;57.0;;;
cumul 2018-2019;0830058M;Lycée professionnel Georges Cisson - Lycée des métiers de l'automobile et de l'électricité;PROVENCE-ALPES-COTE D'AZUR;ensemble;45.0;28.0;39.0;-10.0;40.0;40.0;49.0;;;
cumul 2018-2019;0830128N;Lycée professionnel privé La Colette;PROVENCE-ALPES-COTE D'AZUR;ensemble;26.0;23.0;25.0;-3.0;39.0;39.0;45.0;;;
cumul 2018-2019;0830960T;Lycée professionnel Gallieni - Lycée des métiers de la conduite, du transport et de la logistique;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;0.0;80.0;68.0;12.0;80.0;77.0;77.0;;;
cumul 2018-2019;0831014B;Lycée professionnel Golf-Hotel - Lycée des métiers du bâtiment et des travaux publics;PROVENCE-ALPES-COTE D'AZUR;ensemble;46.0;40.0;38.0;2.0;51.0;48.0;61.0;;;
cumul 2018-2019;0831207L;Lycée technologique privé Marie France;PROVENCE-ALPES-COTE D'AZUR;ensemble;26.0;64.0;56.0;8.0;68.0;55.0;61.0;;;
cumul 2018-2019;0831407D;Lycée général et technologique du Coudon;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;33.0;56.0;56.0;-1.0;60.0;64.0;67.0;;;
cumul 2018-2019;0840001V;Lycée polyvalent;PROVENCE-ALPES-COTE D'AZUR;ensemble;49.0;23.0;28.0;-5.0;38.0;36.0;52.0;;;
cumul 2018-2019;0840041N;Lycée professionnel Maria Casarès - Lycée des métiers des services aux entreprises, de la coiffure et de l'esthétique;PROVENCE-ALPES-COTE D'AZUR;ensemble;59.0;35.0;34.0;1.0;40.0;42.0;51.0;;;
cumul 2018-2019;0840096Y;Etablissement régional d'enseignement adapté Paul Vincensini;PROVENCE-ALPES-COTE D'AZUR;ensemble;48.0;28.0;21.0;7.0;34.0;40.0;55.0;;;
cumul 2018-2019;0840935K;Lycée polyvalent René Char;PROVENCE-ALPES-COTE D'AZUR;ensemble;50.0;28.0;29.0;-1.0;35.0;34.0;54.0;;;
cumul 2018-2019;0840939P;Section d'enseignement professionnel LPO René Char;PROVENCE-ALPES-COTE D'AZUR;ensemble;41.0;17.0;19.0;-2.0;37.0;32.0;42.0;;;
cumul 2018-2019;0850006V;Lycée général et technologique Georges Clémenceau;PAYS DE LA LOIRE;ensemble;36.0;;;;;;;;;
cumul 2018-2019;0850016F;Lycée polyvalent Atlantique;PAYS DE LA LOIRE;ensemble;38.0;47.0;47.0;-1.0;63.0;62.0;71.0;;;
cumul 2018-2019;0850025R;Lycée général et technologique Pierre Mendès France;PAYS DE LA LOIRE;ensemble;14.0;70.0;64.0;7.0;79.0;73.0;78.0;;;
cumul 2018-2019;0850027T;Lycée polyvalent Rosa Parks - Lycée des métiers des sciences et technologies de la construction et de l'industrie;PAYS DE LA LOIRE;dont élèves en voie pro sco;51.0;63.0;50.0;12.0;70.0;68.0;73.0;;;
cumul 2018-2019;0850027T;Lycée polyvalent Rosa Parks - Lycée des métiers des sciences et technologies de la construction et de l'industrie;PAYS DE LA LOIRE;dont apprentis;32.0;75.0;75.0;0.0;79.0;80.0;88.0;;;
cumul 2018-2019;0850033Z;Lycée professionnel Eric Tabarly - Lycée des métiers du nautisme, de l'automobile et de l'industrie;PAYS DE LA LOIRE;dont élèves en voie pro sco;42.0;44.0;41.0;2.0;54.0;50.0;59.0;;;
cumul 2018-2019;0850146X;Lycée professionnel René Couzinet;PAYS DE LA LOIRE;ensemble;48.0;35.0;37.0;-2.0;52.0;49.0;57.0;;;
cumul 2018-2019;0851504Y;Lycée Professionnel St Gabriel;PAYS DE LA LOIRE;ensemble;56.0;44.0;50.0;-5.0;63.0;46.0;48.0;;;
cumul 2018-2019;0851516L;Lycée Professionnel St Michel;PAYS DE LA LOIRE;ensemble;74.0;55.0;44.0;10.0;59.0;77.0;77.0;;;
cumul 2018-2019;0851642Y;Lycée général et technologique privé Saint François d'Assise;PAYS DE LA LOIRE;ensemble;72.0;67.0;63.0;4.0;69.0;71.0;71.0;;;
cumul 2018-2019;0860038Z;Lycée général et technologique Aliénor d'Aquitaine;NOUVELLE-AQUITAINE;ensemble;47.0;56.0;53.0;4.0;62.0;61.0;67.0;;;
cumul 2018-2019;0860039A;Lycée professionnel Le Dolmen - Lycée des métiers de la mode et des services;NOUVELLE-AQUITAINE;dont élèves en voie pro sco;46.0;27.0;35.0;-8.0;37.0;43.0;46.0;;;
cumul 2018-2019;0860755D;Lycée général et technologique Isaac de l'étoile;NOUVELLE-AQUITAINE;ensemble;14.0;36.0;48.0;-12.0;64.0;48.0;69.0;;;
cumul 2018-2019;0860774Z;Lycée polyvalent privé St Jacques de Compostelle - Lycée des métiers au service des organisations et des personnes;NOUVELLE-AQUITAINE;ensemble;45.0;42.0;42.0;0.0;50.0;51.0;62.0;;;
cumul 2018-2019;0870004G;Lycée professionnel Martin Nadaud - Lycée des métiers du bâtiment, de l'énergétique, de la climatique et du développement durable;NOUVELLE-AQUITAINE;ensemble;51.0;30.0;31.0;-1.0;44.0;46.0;51.0;;;
cumul 2018-2019;0870058R;Lycée professionnel Antoine de Saint-Exupéry - Lycée des métiers de la logistique, du transport et de l'automobile;NOUVELLE-AQUITAINE;ensemble;43.0;48.0;45.0;3.0;53.0;51.0;61.0;;;
cumul 2018-2019;0870097H;Lycée technologique privé Institut d'économie sociale familiale;NOUVELLE-AQUITAINE;ensemble;64.0;21.0;33.0;-12.0;31.0;45.0;55.0;;;
cumul 2018-2019;0870919B;Lycée professionnel privé Saint Jean;NOUVELLE-AQUITAINE;ensemble;56.0;23.0;35.0;-12.0;48.0;42.0;55.0;;;
cumul 2018-2019;0871030X;Lycée polyvalent Jean Monnet - Lycée des métiers de l'hôtellerie, restauration et de l'alimentation;NOUVELLE-AQUITAINE;ensemble;36.0;47.0;47.0;0.0;59.0;56.0;61.0;;;
cumul 2018-2019;0880036L;Lycée général et technologique Jean-Baptiste Vuillaume;GRAND EST;ensemble;;;;;;;;;;
cumul 2018-2019;0880055G;Lycée général et technologique Jules Ferry;GRAND EST;ensemble;22.0;47.0;56.0;-9.0;64.0;69.0;72.0;;;
cumul 2018-2019;0890005X;Lycée polyvalent Jean-Joseph Fourier;BOURGOGNE-FRANCHE-COMTE;ensemble;50.0;48.0;43.0;5.0;49.0;56.0;60.0;;;
cumul 2018-2019;0890070T;Lycée polyvalent Saint Joseph - La salle;BOURGOGNE-FRANCHE-COMTE;ensemble;38.0;37.0;49.0;-12.0;45.0;46.0;51.0;;;
cumul 2018-2019;0891200W;Lycée général et technologique Catherine et Raymond Janot - Lycée des métiers;BOURGOGNE-FRANCHE-COMTE;dont élèves en voie pro sco;33.0;57.0;53.0;4.0;56.0;61.0;62.0;;;
cumul 2018-2019;0900355X;Lycée professionnel Denis Diderot - Lycée des métiers de l'électricité, des technologies numériques et de la productique;BOURGOGNE-FRANCHE-COMTE;ensemble;54.0;33.0;35.0;-2.0;28.0;36.0;34.0;;;
cumul 2018-2019;0910429X;Etablissement régional d'enseignement adapté Le Château du Lac;ILE-DE-FRANCE;ensemble;44.0;26.0;31.0;-6.0;34.0;29.0;40.0;;;
cumul 2018-2019;0910625K;Lycée général et technologique Rosa Parks;ILE-DE-FRANCE;ensemble;36.0;56.0;57.0;-1.0;53.0;63.0;65.0;;;
cumul 2018-2019;0910629P;Lycée professionnel Chateau des Coudraies, lycée des métiers de bouche et d'hôtellerie;ILE-DE-FRANCE;dont élèves en voie pro sco;47.0;48.0;41.0;7.0;49.0;54.0;56.0;;;
cumul 2018-2019;0910632T;Lycée professionnel Gustave Eiffel, lycée des métiers de la mode et du bâtiment;ILE-DE-FRANCE;ensemble;46.0;43.0;46.0;-3.0;48.0;55.0;56.0;;;
cumul 2018-2019;0911254U;Lycée polyvalent Charles Baudelaire, lycée des métiers de la relation client, de la beauté, du soin et des services à la personne;ILE-DE-FRANCE;ensemble;52.0;36.0;37.0;0.0;38.0;48.0;46.0;;;
cumul 2018-2019;0911254U;Lycée polyvalent Charles Baudelaire, lycée des métiers de la relation client, de la beauté, du soin et des services à la personne;ILE-DE-FRANCE;dont élèves en voie pro sco;53.0;32.0;34.0;-2.0;35.0;45.0;44.0;;;
cumul 2018-2019;0911343R;Lycée professionnel Auguste Perret;ILE-DE-FRANCE;ensemble;49.0;42.0;38.0;4.0;51.0;57.0;58.0;;;
cumul 2018-2019;0911828T;Lycée polyvalent Georges Brassens, lycée des métiers du numérique et des arts appliqués;ILE-DE-FRANCE;ensemble;59.0;39.0;42.0;-4.0;36.0;34.0;40.0;;;
cumul 2018-2019;0911945V;Lycée polyvalent Marguerite Yourcenar;ILE-DE-FRANCE;ensemble;44.0;34.0;35.0;-1.0;36.0;36.0;39.0;;;
cumul 2018-2019;0912142J;Lycée polyvalent Gaspard Monge, lycée des métiers de l'automobile et de la logistique;ILE-DE-FRANCE;dont élèves en voie pro sco;49.0;51.0;53.0;-2.0;53.0;53.0;60.0;;;
cumul 2018-2019;0912142J;Lycée polyvalent Gaspard Monge, lycée des métiers de l'automobile et de la logistique;ILE-DE-FRANCE;dont apprentis;35.0;73.0;71.0;3.0;78.0;73.0;78.0;;;
cumul 2018-2019;0912251C;Lycée polyvalent Henri Poincare, lycée des métiers de l'aide à la personne;ILE-DE-FRANCE;ensemble;43.0;37.0;43.0;-6.0;42.0;48.0;48.0;;;
cumul 2018-2019;0912251C;Lycée polyvalent Henri Poincare, lycée des métiers de l'aide à la personne;ILE-DE-FRANCE;dont élèves en voie pro sco;46.0;34.0;40.0;-6.0;38.0;44.0;44.0;;;
cumul 2018-2019;0912364A;Lycée polyvalent Nikola Tesla;ILE-DE-FRANCE;dont élèves en voie pro sco;47.0;49.0;46.0;3.0;59.0;57.0;62.0;;;
cumul 2018-2019;0920135X;Lycée général et technologique Emmanuel Mounier;ILE-DE-FRANCE;ensemble;29.0;54.0;55.0;-1.0;58.0;62.0;53.0;;;
cumul 2018-2019;0920166F;Lycée professionnel Vassily Kandinsky, lycée des métiers de l'esthétique et des services à la personne;ILE-DE-FRANCE;ensemble;42.0;51.0;39.0;12.0;49.0;53.0;49.0;;;
cumul 2018-2019;0920170K;Lycée polyvalent Florian, lycée des métiers de la vente et de la beauté;ILE-DE-FRANCE;ensemble;48.0;53.0;42.0;11.0;53.0;55.0;58.0;;;
cumul 2018-2019;0920171L;Lycée professionnel Louis Blériot, lycée des métiers de l'énergie;ILE-DE-FRANCE;dont apprentis;68.0;;;;;;;;;
cumul 2018-2019;0920802X;Lycée général et technologique Jean-Pierre Vernant;ILE-DE-FRANCE;ensemble;48.0;58.0;55.0;3.0;61.0;53.0;59.0;;;
cumul 2018-2019;0920981S;Lycée professionnel privé Saint Philippe;ILE-DE-FRANCE;ensemble;53.0;22.0;34.0;-12.0;34.0;44.0;47.0;;;
cumul 2018-2019;0920985W;Lycée polyvalent privé La Trinité;ILE-DE-FRANCE;ensemble;46.0;39.0;40.0;-1.0;49.0;49.0;49.0;;;
cumul 2018-2019;0921229L;Lycée polyvalent Anatole-France, lycée des métiers de l'électrotechnique, des services et de la tapisserie d'ameublement;ILE-DE-FRANCE;ensemble;54.0;35.0;34.0;1.0;37.0;41.0;49.0;;;
cumul 2018-2019;0921399W;Lycée général et technologique Maurice Genevoix;ILE-DE-FRANCE;ensemble;49.0;;;;;;;;;
cumul 2018-2019;0921592F;Lycée professionnel Les Cotes de Villebon, lycée des métiers de bouche, du commerce et de l'industrie;ILE-DE-FRANCE;dont élèves en voie pro sco;50.0;34.0;38.0;-5.0;39.0;44.0;51.0;;;
cumul 2018-2019;0921594H;Lycée général et technologique Michel Ange;ILE-DE-FRANCE;ensemble;31.0;56.0;54.0;1.0;59.0;49.0;56.0;;;
cumul 2018-2019;0921676X;Lycée professionnel Théodore Monod, lycée des métiers de l'hôtellerie et des services à vocation internationale;ILE-DE-FRANCE;dont élèves en voie pro sco;53.0;36.0;36.0;-1.0;36.0;45.0;43.0;;;
cumul 2018-2019;0921935D;Etablissement régional d'enseignement adapté Toulouse Lautrec;ILE-DE-FRANCE;ensemble;55.0;43.0;55.0;-12.0;29.0;48.0;33.0;;;
cumul 2018-2019;0922149L;Lycée polyvalent  Auffray, lycée des métiers de l'hôtellerie-tourisme, de la santé et du social;ILE-DE-FRANCE;ensemble;41.0;51.0;47.0;4.0;52.0;52.0;53.0;;;
cumul 2018-2019;0922149L;Lycée polyvalent  Auffray, lycée des métiers de l'hôtellerie-tourisme, de la santé et du social;ILE-DE-FRANCE;dont élèves en voie pro sco;42.0;47.0;45.0;3.0;48.0;49.0;50.0;;;
cumul 2018-2019;0922276Z;Lycée polyvalent Santos Dumont, lycée des métiers de l'hôtellerie et de la gestion des entreprises;ILE-DE-FRANCE;ensemble;46.0;48.0;51.0;-3.0;49.0;52.0;56.0;;;
cumul 2018-2019;0922653J;Lycée polyvalent privé la Salle Saint Nicolas, lycée des métiers;ILE-DE-FRANCE;ensemble;51.0;47.0;44.0;3.0;50.0;51.0;57.0;;;
cumul 2018-2019;0930117X;Lycée général et Technologique Le Corbusier;ILE-DE-FRANCE;ensemble;32.0;58.0;54.0;5.0;60.0;56.0;59.0;;;
cumul 2018-2019;0930125F;Lycée enseignement général et technologique Paul Eluard;ILE-DE-FRANCE;ensemble;30.0;60.0;57.0;3.0;64.0;64.0;62.0;;;
cumul 2018-2019;0930125F;Lycée enseignement général et technologique Paul Eluard;ILE-DE-FRANCE;dont élèves en voie pro sco;31.0;59.0;56.0;3.0;62.0;63.0;60.0;;;
cumul 2018-2019;0930126G;Lycée polyvalent Auguste Blanqui;ILE-DE-FRANCE;ensemble;65.0;31.0;30.0;1.0;42.0;33.0;33.0;;;
cumul 2018-2019;0931198X;Lycée professionnel Alfred Costes - Lycée des métiers de la communication et de l'industrie graphique;ILE-DE-FRANCE;ensemble;59.0;24.0;30.0;-5.0;21.0;27.0;36.0;;;
cumul 2018-2019;0931369H;Lycée professionnel privé Françoise Cabrini - Lycée des métiers de la vente;ILE-DE-FRANCE;ensemble;53.0;47.0;37.0;10.0;51.0;53.0;56.0;;;
cumul 2018-2019;0931430Z;Lycée général et technologique Jacques Brel;ILE-DE-FRANCE;ensemble;34.0;52.0;50.0;2.0;58.0;60.0;68.0;;;
cumul 2018-2019;0931573E;Lycée professionnel privé Robert Schuman;ILE-DE-FRANCE;ensemble;69.0;43.0;41.0;2.0;54.0;57.0;54.0;;;
cumul 2018-2019;0931779D;Lycée de l'Horticulture et du Paysage Jeanne Baret;ILE-DE-FRANCE;ensemble;55.0;35.0;32.0;4.0;35.0;38.0;41.0;;;
cumul 2018-2019;0932046U;Lycée polyvalent Léonard de Vinci - Lycée des métiers du transport;ILE-DE-FRANCE;ensemble;27.0;54.0;51.0;2.0;49.0;54.0;55.0;;;
